50.624	166.277
127.914	99.5707
33.5709	36.6969
110.001	207.932
32.0678	71.0749
47.9605	13.8488
8.50087	13.1333
11.6288	5.4291
68.891	127.411
69.9052	56.8878
21.5307	7.70148
79.635	112.655
98.3293	20.1561
2.01161	96.2114
90.3605	16.2679
7.95795	32.1033
9.60576	18.9119
4.5297	4.13211
12.8133	15.201
149.283	173.864
13.9857	8.43101
31.0823	41.7817
4.10417	11.9742
164.423	448.282
2.98386	8.41932
90.2579	11.8992
20.5818	15.4919
4.89895	10.8145
3.62148	1.49947
26.9659	67.6568
19.9111	22.0106
4.1754	15.536
149.115	163.003
35.2398	45.8549
25.8042	41.5472
7.22378	21.3334
67.0145	62.0306
35.3287	10.9758
38.8134	26.7091
7.08508	11.168
122.932	5.80957
4.65088	11.8167
7.26333	6.1355
35.4913	28.421
25.6579	20.5906
273.074	325.289
14.705	14.9188
13.1593	4.91636
10.5917	42.9561
12.2953	26.5449
28.3961	10.533
1.72551	14.5591
17.1002	42.5255
155.306	67.4814
32.0945	23.2762
19.6767	16.9114
0.564409	2.31931
4.05682	20.1436
34.7174	28.0406
8.18928	18.057
9.61596	44.8211
57.8498	67.2966
9.06375	38.5417
17.2865	23.2483
8.44693	2.37545
39.2441	22.2112
6.93956	7.63199
41.9483	32.061
10.2038	37.9541
22.5348	3.83235
14.1822	15.6526
43.0919	29.6741
69.1273	46.2999
4099.32	234.205
10.0461	66.4229
4.39676	18.7102
22.9023	16.724
66.9362	72.2827
60.8468	54.8578
13.0726	96.7828
217.384	162.837
4.14283	12.7356
18.4797	20.1444
61.0856	42.0058
7.83892	31.1712
11.1603	15.1557
49.5733	14.6505
267.333	381.842
18.0759	8.13291
8.46178	9.7016
6.30084	7.70363
4.79238	50.9511
20.2663	12.0479
84.8419	68.1434
10.9747	1.38354
2.14917	13.8796
180.732	147.248
24.8513	36.5695
21.3901	18.0789
4.24979	59.6136
39.4633	5.2613
20.1724	8.34449
4.34586	14.7324
19.2962	0.931104
4.19869	3.36926
66.0098	36.4926
42.9095	4.89575
3.73735	9.76913
13.18	5.90451
12.2533	14.0548
6.91424	35.6634
48.6597	21.13
28.483	42.3134
2.09862	12.4916
32.0494	25.6727
33.2781	15.7289
24.6502	12.3503
5.19395	2.9029
30.101	14.0565
84.2911	24.8476
6.59611	32.1333
39.8801	30.6905
1.45789	13.8565
7.33031	14.9673
36.6101	43.0962
5.47976	63.1721
132.577	26.6741
12.4074	43.6892
70.9931	65.4194
3.22496	2.56305
10.8959	4.91594
1.52136	13.2207
13.4896	25.5115
9.16583	97.6862
13.2784	11.3905
11.5944	32.2339
13.0731	17.1422
2.69671	7.20388
33.0785	174.422
6.21569	17.6974
30.283	26.4113
32.7332	45.1136
6.00882	16.4001
81.4789	87.2894
9.69497	18.4192
4.08264	14.691
10.1403	1.30881
9.72385	0.835455
2.43838	35.4236
3.54915	19.287
16.2278	112.591
257.385	371.008
66.5186	77.9433
27.7927	31.0209
19.0127	26.4379
15.8365	9.21756
9.86366	21.3383
16.7764	20.3463
2.53141	10.5115
34.1405	30.5609
24.3425	11.5176
3.48187	22.3512
32.4841	5.75387
4.48952	9.74236
4.37432	11.8637
25.6322	18.9816
34.4145	59.4577
7.56038	8.94926
